NUM,EXPECTED,C2M22A_qwerty,# characters,edit distance
2,一九八七年,一九八七年,5,0
3,今年廿二歲,今年廿二歲,5,0
5,我的家有七七六六個囉,我打加有七七六六個囉,10,2
6,一個姐姐一個妹妹一個弟弟同埋阿嫲同阿爸,一個姐遮一個U妹一個带底同埋阿U同阿爸,19,5
7,加拿大,加拿大,3,0
9,我都係多倫多出世嘅,我都係多輪多出細嘅,9,2
11,噉,噉,1,0
12,搬,搬,1,0
13,我住咗嗰度住咗嗰度好似四歲度噉就搬咗去,我住咗嗰度住咗嗰度好似四歲倒噉就搬咗去,19,1
15,我啲家人啦,我啲加人啦,5,1
16,兩個都係响香港出世,兩個都係響香港出細,9,2
17,我阿嫲我爸爸爸同埋,我麻我巴爸巴同嫲,9,5
18,全部死嗮喇,全部死晒喇,5,1
19,我得我爸爸係即係本來佢係過嚟加拿大度讀書嘅讀大學去咗,我得我爸巴係遮係本來佢係個離加拿大度篤書篤大學去咗,26,7
20,所以都而家都係即係一齊搬嗮喺度,所以都而家都係遮係一齊搬嗮喺度,15,1
21,係,係,1,0
24,即係咩,遮係咩,3,1
25,冇,冇,1,0
27,好少嘅,好笑嘅,3,1
28,我哋我哋家人啦,我哋我哋加人喇,7,2
29,呢度全部差唔多㗎咋,哩度全部差唔多𡃉咋,9,2
30,有,有,1,0
31,因為我鍾意,因為我鍾意,5,0
34,冇即係,冇遮係,3,1
35,有,有,1,0
36,去過嗰邊去過同埋去過,去個嗰邊去個同埋去個,10,3
37,差唔多係咁多喇,差唔多係咁多喇,7,0
38,都係加拿大,都係加拿大,5,0
43,打機,打機,2,0
48,有,有,1,0
50,屋企囉,屋企囉,3,0
51,有,有,1,0
52,佢哋揸去邊啊都係揸去屋企啊屋企啊去睇戲囉食下嘢囉,佢揸去邊呀都係揸去屋企呀屋企呀去睇起食吓嘢囉,24,7
54,通常唔會嘅,通常唔會嘅,5,0
55,噉嗰啲會嘅,噉嗰啲會嘅,5,0
57,每個都唔同嘅其實但係我哋呢即係會出街囉唔會留喺屋企嘅,每個都唔同嘅其實但係我哋囖遮係會出街囖唔會留喺屋企嘅,26,3
58,我哋可能會出去食飯啊,哦哋可能會出去食飯啊,10,1
59,嗱例如呢我我啱啱過咗我生日呢我哋去去咗打嗰啲,嗱例如囉我我啱啱個咗我生日囉我哋去去咗打嗰啲,22,3
60,嗰個嗰啲,嗰個嗰啲,4,0
61,大停電有一次囉,大停電有一次囉,7,0
62,即係或者我幾年呢即係好似係一,遮係或者我幾連哩𠸏係好次係一,14,5
63,一九定係二千幾因為,一九定係二千幾因為,9,0
64,發生過一次啦係啦嗰次,發生過一次啦係喇嗰次,10,1
65,我哋去咗嗰度噉我哋即係燒囉,我哋去咗嗰度噉我哋啫係U囖,13,3
66,冇,冇,1,0
67,我發覺而家呢啲人即係,我返意而家哩啲人啫係,10,4
68,打機打得多得多啲啦因為舊時呢我哋係即係,打機打得多得多啲啦因為舊時囖我哋係遮係,19,2
69,係有電腦但係我哋冇玩咁多,係有電好但係我哋冇玩咁多,12,1
70,如果係即係過咗十點呢即係唔可以接電話傾偈同埋呢如果我哋係,如嗰係遮係嗰咗濕點哩遮係唔可以接電話傾偈同埋嘞如過我哋係,28,8
71,如果我哋做嗮功課呢我哋即係可以玩想玩幾多都可以玩啦,如過我哋做嗮功課囖我哋啫係可以玩想玩幾等都可以玩喇,25,5
72,因為我哋做嗮功課喇,因為我哋做嗮功課嚹,9,1
73,即係細即係幾細啊即係,遮係細遮係幾細遮係,10,4
74,因為我細個嗰陣時我冇出街㗎,因為我細個趕時我冇出街架,13,3
75,我都係出得好少因為呢我係返嘅所以,我都係出特好笑因為囖我係返嘅所以,16,3
76,全部我啲朋友呢住嗮好似啊全部都即係住得好遠囉,全部我啲朋友呢住晒好似呀全部都姐係住得好原囉,22,4
77,所以我冇同佢哋出街出得好多,所以我冇同佢哋出街出得好多,13,0
80,為咗約朋友,為咗約朋友,5,0
81,通常係呢啲,通相係哩啲,5,2
83,細個嗰細個嗰陣時呢大個冇咁多,細個嗰細個趕時爹大個冇咁多,14,3
85,都唔記得,都唔記得,4,0
86,嗱我諗我自己呢即係,拿我林我自己囉遮係,9,4
87,我本身都係乖咯,哦本身都係乖囖,7,2
88,但係呢我唔會即係打啲細蚊仔,但係囉我唔會啫係打啲細蚊仔,13,2
91,我會因為呢我阿爸係即係次次次次我有事我出事嗰陣時佢就叫我,我會因為呢我呀爸係遮係次次次次我有事我出事趕時佢啊叫我,28,5
92,叫點解你唔同我講佢話呢即係,叫點理唔同哦講佢嘩哩遮係,13,6
93,我有即係有有陣時嗰陣時呢佢話即係,我有遮係有有𠻺時趕時囖佢話啫係,16,6
94,喂儘快話畀人聽嗱除非呢係即係我可以自己搞掂,喂盡快話俾人聽拿取飛囖係遮係我可以自己搞掂,21,7
95,都有啲嘢呢即係我我揸車我撞咗唔係我架車嚟㗎,都有啲嘢爺遮係我我揸車我撞咗唔係我架車厘㗎,21,3
96,所以都要打返阿爸話,所以都要打返呀爸話,9,1
97,喂我撞車喎噉點算啊,喂我撞車喎噉點算啊,9,0
99,因為呢舊時呢佢係佢即係,因為舊時嘞佢係佢啫係,11,3
100,佢越老呢佢越馴啲啦佢就唔會咁惡對你佢哋呢即係會聽你講㗎而家,佢越佬囉佢越純啲喇佢就唔會鱷對理佢哋哩遮係會聽李講𡃉而家,29,11
101,但係呢舊時呢佢又唔會聽你佢又唔會你佢直情,但係屋舊時囖佢又唔會聽你佢又唔會離佢直程,20,4
102,即係大男人啦好惡噉樣鬧人啦,遮係大藍人啦好愛咁樣U人啦,13,5
103,佢越佢越即係越嗰啲佢佢越嚟越諗下諗下諗下話嘩,佢越佢越遮係越嗰啲佢佢越黎越林下林下林下話嘩,22,5
104,即係會即係會聽你講嘅佢嘅,遮係會啫係會聽你講嘅佢嘅,12,2
106,媽咪好懵,媽咪好蒙,4,1
107,佢好懵㗎,佢好蒙架,4,2
108,好傻㗎,好傻架,3,1
109,媽咪話即係叫我幾次去唱歌㗎喇,媽咪話遮係叫我幾次去唱歌㗎喇,14,1
110,因為佢想佢佢想我上去做個叫佢上去個台度唱歌,因為佢想佢想我上去做個叫佢上去個台度唱歌,21,1
111,媽咪佢,媽咪佢,3,0
112,我阿爸呢叫叫叫想係本身係,我阿爸囖叫叫叫想係本身係,12,1
113,因為佢係佢係嚟㗎嘛但係即係我我做又唔叻做又吖嘛係唔係吖,因為佢係佢係離𠺢嗎但係遮係我我做又唔叻做又吖嘛係咪啊,27,7
114,即係計數都但係始終都唔得所以我做唔到,遮係計數都但係似終都唔得所以我做唔到,18,2
115,不過慘啦因為佢佢係以為佢個大仔會做㗎嘛,筆個慘喇因為佢佢係以為佢個大仔會做𠺢嗎,19,5
116,佢係又做唔到醫生因為我唔鍾意做呢樣㗎嘛,佢係又做唔到醫生因為我唔鍾意做哩樣𠺢嗎,19,3
117,所以我轉咗做嗰陣時呢佢就話嘩大唔大壓力㗎呢,所以我轉咗做趕時爹佢啊話嘩大唔大壓力𡃉囖,21,6
118,佢呢同佢個佢個朋友講下呢即係傾下呢佢佢佢就即係,佢囉同佢個佢個朋友講囖遮係傾下囖佢佢佢啊遮係,23,7
119,聽講原來係好好做㗎如果你讀,聽講完來係好好做㗎如過理讀,13,3
120,所以而家呢即係冇咁囉,所以而家囉遮係冇咁囉,10,2
121,想我讀幾多即係讀幾多年呀,想我讀幾多啫係讀幾多年呀,12,1
123,呢個係我係讀邊科囉,呢係我係讀邊科囉,9,1
124,我係而家讀緊心理科我要讀即係好多嘢讀到讀完都可能要讀多年,我係而家讀𡁵心理科我要讀者係好多嘢讀到讀完都可能要讀多連,28,3
125,你知道但係如果我讀呢讀咗讀咗嗰四年佢哋都已都已經開工,你知度但係如過我讀囖讀咗讀咗嗰四年佢哋都已經海工,26,6
126,我五歲我諗,五唔歲我林,5,3
127,我係返咗係,我係返咗第,5,1
128,係返到二年班,第番度二年班,6,3
129,因為返咗四年啦一年班兩年班,因為返咗四年喇一連班兩連班,13,3
130,噉就去咗三年班呢我就去咗讀到十二年班,都係去咗三年班囖我係去咗讀到十二年班,18,4
131,噉我就先去大學讀咗讀咗四年,噉我啊先去大學讀咗讀咗四年,13,1
132,唔係好遠,唔係好遠,4,0
134,我開始返所以我而家都過咗十五年,我開始返遮係而家都過咗十唔年,15,4
135,我係,我係,2,0
136,我嘅呢即係佢唔係第一第一個原因我我阿爸會車我返學嘅,我嘅囖遮係佢唔係第一第一個U因我我啊爸會車我番學嘅,25,5
137,但係我去到即係好似第五年班定六年班呢我開始搭地鐵自己搭,但係我去度啫係好似定唔年班定六年班呢我開始疊地別自己疊,27,7
138,搭到去定邊個我嘅呢會接我返屋企,踏度去定我嘅囖會接我返屋企,15,5
139,全男校,全男校,3,0
140,都鍾意嘅,都鍾意𠸏,4,1
141,因為呢唱歌呢同埋呢即係我係三年班到到十二年班呢全部啲人都係,因為囉搶歌同埋囉遮係我係三年班到到十二年班囉全部啲人度係,29,7
142,即係一樣嘅冇冇轉過,遮係一樣嘅冇冇轉過,9,1
143,我哋有加過幾個人啦即係四年班,我哋有加個幾個人喇啫係四年班,14,3
144,但係呢三年班到到十二年班呢,但係屋三年班到到十二年班嘞,13,2
145,但係大部分呢都係我係已經見到見過同埋,但械大部份爹都係我係已經見倒見個同埋,18,5
146,做即係全部做嗮朋友喇到咗十二年班,做姐係全部做晒朋友嚹到咗十二年班,16,3
147,全部到好即係好囉,全部都可啫係好囉,8,3
148,睇下,睇下,2,0
151,其實老師嚟講我好鍾意三個即係但係嗰三個之間呢我我諗我都係揀返,其實老師來講我好鍾意三個啫係但係嗰三個支間囖我我林我都係簡返,30,6
152,有有同有埋,有有同有埋,5,0
154,即係佢哋全部有好多即係好係好好嘅,遮係佢哋全部有好多啫係好係好好嘅,16,2
155,但係佢哋唔會你哋佢哋會即係畀你,但係佢哋唔會你哋佢哋會啫係俾理,15,3
156,有囉自由但係佢佢會即係噉你唔係你,有囉之後但係佢佢會啫係噉鯉唔係,16,5
157,你問過我,你問過我,4,0
158,你問過我,你問過我,4,0
161,噉就冇噉就冇,噉誒冇噉就冇,6,1
162,有,有,1,0
164,都係返返我間,都係返返我間,6,0
167,但係唔係唔係因為你係因為係即係淨全男校定全女校係因為呢,但係唔係唔係因為李係因為係遮係剩全男校定全女校係因為囖,27,4
168,關佢個學校好好,關佢個學校好好,7,0
169,會嘅但係唔係即係,會嘅但係唔係遮係,8,1
170,我諗如果你趕呢即係你你你讀,我諗如嗰理趕囖遮係理理理讀,13,7
171,你讀書讀得好快同埋同埋即係跳幾個都唔會對你有幫助因為你,李讀書讀得好快同壞同懷啫係跳幾個都唔會對你有幫座因為你,27,5
172,你喺你喺學校嗰陣時你係會會因為你係,你喺你喺學校趕時李係會會因為理喺,17,5
173,你係會日日同人傾同人傾偈啊晚晚噉即係,李係會日日同人傾同人傾偈阿晚晚噉遮係,18,3
174,進步噉囉但係如果你噉過個話呢會對你冇幫助,進步噉囖但係如過理噉個個畫囖會對你冇幫座,20,7
175,有,有,1,0
176,我有兩份工嘅一個係做,我有兩份工嘅一個係做,10,0
177,我已經做咗三年喇同埋第二份工呢我係啱啱開始嘅,我已經做咗三年嚹同埋第二份工囖我係啱啱開始嘅,22,2
178,我係做心理科嗰啲嘢,我係做心理貨嗰啲嘢,9,1
179,買門買門窗門嗰樣嘢係做嘅,賣門賣門U門嗰樣嘢係做嘅,12,3
180,有個呢我我即係我要搵我要搵錢呢因為冇錢真係冇癮,有個囉我我遮係我要搵我要搵錢U因為冇錢真係冇癮,23,3
181,即係出去我我附近都有間我咪報報名即係報落去做囉,遮係出去我我附近都有間我咪布布名啫係布落去做囖,23,6
182,噉佢哋我佢話你你嚟跟我哋嚟做噉就做咗咁多年喇已經,噉佢哋我佢話理理離跟我哋離做噉就做咗咁多年嚹已經,24,5
183,第一份工其實係我係做咗嚟嘅,第一份工其實係我係做咗離嘅,13,1
186,因為我嗰陣時呢我係即係做個嗰度佢哋即係,因為我趕時囖我係姐係做個嗰度佢哋啫係,19,5
187,要全部都做嗮做嗮做做全部都做嗮因為自己,要全部都做嗮做嗮做做全部都做晒因為自己,19,1
189,即係將來,啫係張來,4,2
192,做心理科你係整即係你會即係,做心科理係精啫係理會啫係,13,6
193,例如有人撞完車佢哋會搵你呢同人佢哋要報㗎嘛,例如有人撞圓車佢哋會揾理啊同人佢哋要布𠺢嗎,21,7
194,所以你要你要佢哋全部啲全部,所以理要理要佢哋全部啲全部,13,2
195,所以話畀聽嗱呢個人呢佢係即係撞完車呢,所以話俾聽嗱利個忍囉佢係遮係撞圓車嘞,18,7
196,佢返唔到工喇要,佢返唔倒工喇要,7,1
197,噉你整噉你同埋你可以埋個,錦鯉整噉鯉同埋理可以埋個,12,4
198,同埋佢哋去人哋幫佢哋有搵,同埋佢哋去人哋幫佢哋有揾,12,1
200,因為呢如果呢結婚呢再可以但係佢哋可以返嚟,因為哩如過哩傑婚囉再可以但係佢哋可以返來,20,6
202,唔使啊但係畀佢哋可以,唔駛啊但係俾佢哋可以,10,2
203,但係我覺得如果你即係,但係我覺得如過理啫係,10,3
204,如果嗰兩即係個老公同老婆都可以返工嘅可以賺錢佢哋兩個都唔應該留喺屋企,如過嗰兩遮係個老公同老婆都可以返工嘅可以賺錢佢哋兩個都唔應該留喺屋企,34,2
205,佢哋兩個都要出去做工,佢哋兩個都要出去做工,10,0
212,如果你唔返工呢你同埋你冇你冇咩呢,如過理唔番工囉理同埋理冇理冇咩囖,16,8
213,即係你會個人會好快樂冇嘢做,遮係理會個人會好快樂冇嘢做,13,2
214,做義工,做二工,3,1
215,唔使賺錢,唔駛賺錢,4,1
217,而家少啲,而家笑啲,4,1
218,通常係即係惡夢,通上係遮係愛夢,7,3
219,彩色嘅,睬色嘅,3,1
220,有,有,1,0
223,我有一個夢呢我係即係醒直醒噉樣,我有一個夢囉我係遮係淨直剩咁樣,15,5
231,我即係冇得冇得控制除非呢係嗰個,我遮係冇得冇得控制除非囖係嗰個,15,2
232,同埋如果係我係即係多多數都會係走緊,同埋如過係我係遮係多多數都會係走緊,17,2
233,有,有,1,0
235,佢會將你入便呢最最多呢你啲,佢會張理入便囖最最多嘞理啲,13,5
237,佢會將你佢哋嗮所以你可以睇到你係係要咩你係怕咩即係,佢會張理佢隊嗮所以理可以睇度理係係要咩理係怕咩遮係,25,8
238,同埋想做乜嘢都係擺嗮喺面即係擺嗮喺枱可以睇到,同埋想做乜嘢都係擺晒喺面啫係擺晒喺檯可以睇倒,22,5
255,所以自己覺得呢我我呢忙到呢我,所以自己覺得囖我我囖忙度囉我,14,4
256,我想自己做嗰啲嘢都做唔到喇已經,我想自己做嗰啲嘢都做唔到嚹已經,15,1
258,因為佢如果佢未發生嗰陣時呢呢你可以轉吖嘛,因為佢如嗰佢未發生趕時理可以轉吖嗎,20,7
259,如果佢已經發生咗噉你咩都做唔到你唔使怕,如個佢已經發生咗錦理咩都做唔到理唔使怕,19,4
260,已經即係咗,已經姐係咗,5,1
271,舊屋囉,舊屋囉,3,0
273,唔怕,唔怕,2,0
278,學校啊,學校啊,3,0
279,行街啊,行街呀,3,1
280,周圍都係,周圍都係,4,0
286,搭巴士,搭巴士,3,0
287,好啊,好呀,2,1
288,但係如果你上嗰邊呢即係巴士冇嚟得咁密㗎嘛所以你要等好耐要等等成個鐘,但係如過李想嗰邊哩遮係巴士冇咁襪𠺢嗎所以理要等好耐要等等成個鐘,33,11
289,但係如果你你喺多倫多度呢即係每十至十五分鐘都已經有班喇,但係如過理理喺多輪多度囖遮係每十至十唔分鐘都已經有班嚹,27,8
290,唔使等太耐㗎咋,唔駛等太袋架咋,7,3
291,都,都,1,0
292,同埋你坐巴士嗰陣時你可以讀書啊你可以聽歌啊你可以打機,同埋李錯巴士趕時理可以讀書啊理可以聽個阿理可以打機,26,9
293,你即係有嘢做囉如果你揸車你你咩都做唔到㗎你淨係可以揸車,理遮係有做囖如過理揸車理理咩都做唔到理淨係可以揸車,27,10
294,冇,冇,1,0
295,因為唔係我架車嚟㗎嘛,因為唔係我架車厘𠺢嗎,10,3
296,我冇選擇,我冇選擇,4,0
297,佢哋唔係,佢哋唔係,4,0
298,佢哋唔係揸得即係,佢哋唔係揸得啫係,8,1
299,佢哋揸車我覺得佢哋大部分都係見唔到你噉嘅,佢哋揸車我覺得佢哋大部份都係見唔到理噉嘅,20,2
300,佢哋唔會揸得太快嘅,佢哋唔會楂得太快嘅,9,1
301,又唔會又唔會即係唔唔會係好危險除除咗呢佢哋直直情見唔到你噉嘅,又唔會又唔會姐喺唔會係好U險除除咗囖佢哋直直程見唔到理噉嘅,30,7
302,所以呢如果呢如果你揸即係電單車呢如果你喺多倫多呢即係,所以囉如過嘞如過理揸姐係電單車囖如過李係多輪多囖遮係,26,13
303,特別特別危險囉因為我諗佢直情見唔到你㗎有噉多,特別特別危險囉因為我淋佢直程見唔倒理𡃉有噉多師,22,6
304,即係全部,遮係全部,4,1
306,傳統習係咩,全統習係咩,5,1
309,冇喎,冇喎,2,0
311,如果我唔媽唔,如過我唔媽唔,6,1
312,如果我媽冇提我哋呢我哋全部都唔都唔會記得㗎,如過我媽冇提我哋全部都唔都唔會記得𡃉,21,5
313,會啊,會呀,2,1
314,冇即係唔係每年都係一樣,冇啫係唔係每年都係一樣,11,1
315,每年唔同㗎但係我哋實會即係食餐飯囉一齊,每年唔嘅但係我哋實會啫係識餐返囖一齊,19,6
316,會,會,1,0
318,有一年我係收咗個,有一年我係收咗個,8,0
319,音樂機,音樂機,3,0
320,全部啲禮物之間呢,全部啲禮物支間呢,8,1
321,唔係因為佢係最貴啊,唔係因為去係最貴啊,9,1
323,我從來即係,我從來啫係,5,1
324,未有未收過咁即係有嘅嘢係咁,未有未收過噉遮係有嘅嘢係咁,13,2
325,靚㗎,靚架,2,1
326,信,信,1,0
327,瞓覺,瞓覺,2,0
328,即係我我唔會,遮係我唔會,6,2
329,上台噉噉,上台噉噉,4,0
332,擺我牙喺喺枕頭底,擺我牙喺喺枕頭底,8,0
333,鬼啊,鬼呀,2,1
334,因為有陣時,因為癮時,5,2
335,我諗我見,我淋我見,4,1
336,有時我諗我見過,有時我淋我見個,7,2
337,種族,種U,2,1
338,希臘,唏獵,2,2
339,普通鬼佬啊即係,普通鬼佬啊啫係,7,1
340,同埋好多嗰啲阿差,同埋好多嗰啲啊叉,8,2
341,唐人啦,堂人喇,3,2
342,但係我哋即係唔會同即係唔會,但係我哋啫係唔會同啫係唔會,13,2
350,結咗婚人就唔識嘅但係,U咗分人就唔識嘅但係,10,2
351,我識幾個喺度拍緊拖,我識幾個喺度拍緊拖,9,0
353,即係大陸嚟嗰啲呀,遮係大陸離個啲呀,8,3
354,香港嗰啲通常呢即係醒目啲,香港嗰啲通常呢遮係醒目啲,12,1
355,諗諗嘢諗得好快,林淋嘢林得好快,7,3
356,大陸嗰啲佢哋未必即係咁醒目但係佢哋都係即係,大陸嗰啲佢哋未必姐係咁醒目但係佢哋都係遮係,21,2
357,有個可以即係自己,有個可以啫係自己,8,1
358,即係自己理自己,遮係自己離自己,7,2
359,少少唔同啦即係,少少唔同喇姐係,7,2
360,香港嚟嗰啲呢通常會即係,香港利嗰啲囖通常會啫係,11,3
362,彩色,睬色,2,1
363,法文,發文,2,1
364,喺學校囉,喺學校囖,4,1
367,老啲嗰啲人啊,老啲嗰啲人啊,6,0
371,我法文即係好少用囉,我發文啫係好笑用囉,9,3
372,到到而家呢我即係用得咁少,到到而家囉我姐係用得咁少,12,2
373,大部分都即係我係聽得明同可以讀㗎但係我講唔到㗎,大部份都姐係我係聽得明同可以讀𡃉但係我講唔倒𡃉,23,5
374,中文我諗好差都麻麻,中文我諗好差都麻麻,9,0
380,可以但係即係覺得好冇面囉,可以但係遮係覺得好冇面囖,12,2
381,即係有有口音唔同啦,爹係有有口音唔同喇,9,2
382,我哋並唔並唔慣講中文,我哋U唔評唔關講中文,10,3
383,即係,遮係,2,1
387,唔同㗎嘛,唔同𠺢嗎,4,2
388,但係如果你如果你講法文呢同埋你講返英文呢都唔同啊,但係如過理如過李講發文U同埋你講返英文U都唔同啊,24,7
389,因為呢法文通常呢係即係掉轉咗,因為囉發文通常嘞係遮係調轉咗,14,5
390,通常會,通常會,3,0
391,你講嘢嗰陣時呢可能會係太定係太即係唔會,呢講嘢趕時爹可浪會係太定係太啫係唔會,19,6
392,我諗如果你住咗加拿大住咗好耐呢有有,我諗如果理住咗加拿大住咗好耐囖有有,17,2
393,唔知點講,唔知點講,4,0
394,但係呢如果呢即係,但係囉如果哩遮係,8,3
395,每個呢有個即係好似你圓圈噉有個嗰度,每個哩有個啫係好似理圓圈噉有個嗰度,17,3
396,係嗰度呢就係個呢即係個,係嗰度囖就係個哩遮係個,11,3
397,嗰度就係即係最最,個度就係遮係最最,8,2
398,所以呢如果你越越,所以囉如過理越月,8,4
399,遠呢即係喺個嗰度嗰度越遠呢,遠呢遮係喺個嗰度嗰度越遠呢,13,1
400,你你會即係囉,理理會啫係囖,6,4
401,佢呢我開始,佢吖哦海似,5,4
404,好少,好少,2,0
411,多倫多啊,多輪多呀,4,2
412,係多倫多同,係多輪多同,5,1
413,因為溫哥華有好多好似我哋即係,因為溫哥華有好多好似我哋啫係,14,1
415,有好多法即係法文嗰度,有好多法遮係發文嗰度,10,2
416,如果你話去嗰邊當然係多啲即係,如過理去嗰邊當賢係多啲遮係,14,5
422,其實我可以但係即係我係,其失我可以但係遮係我係,11,2
424,但係如果我要呢即係會如果我返工呢我會即係,但係如過哦要哩遮係會如果我返工囉我會啫係,20,6
425,會用多啲去個我把我個,會用多啲去個我把我個,10,0
431,唔知啊因為我我我同嗰啲即係細路呢好少溝通㗎,唔知呀因為我我我同嗰啲細老囉好少級通,21,7
Total CER: 688/3133=0.22,,,,
